House,Resident,Day,Minute,Activity
A,2,13,657,1
A,2,13,658,1
A,2,13,659,1
A,2,13,660,1
A,2,13,661,1
A,2,13,662,1
A,2,13,663,1
A,2,13,664,1
A,2,13,665,1
A,2,13,666,1
A,2,13,667,1
A,2,13,668,1
A,2,13,669,1
A,2,13,670,1
A,2,13,671,1
A,2,13,672,1
A,2,13,673,1
A,2,13,674,1
A,2,13,675,1
A,2,13,676,1
A,2,13,677,1
A,2,13,678,1
A,2,13,679,1
A,2,13,680,1
A,2,13,681,1
A,2,13,682,1
A,2,13,683,1
A,2,13,684,1
A,2,13,685,1
A,2,13,686,1
A,2,13,687,1
A,2,13,688,1
A,2,13,689,1
A,2,13,690,1
A,2,13,691,1
A,2,13,692,1
A,2,13,693,1
A,2,13,694,1
A,2,13,695,1
A,2,13,696,1
A,2,13,697,1
A,2,13,698,1
A,2,13,699,1
A,2,13,700,1
A,2,13,701,1
A,2,13,702,1
A,2,13,703,1
A,2,13,704,1
A,2,13,705,1
A,2,13,706,1
A,2,13,707,1
A,2,13,708,1
A,2,13,709,1
A,2,13,710,1
A,2,13,711,1
A,2,13,712,1
A,2,13,713,1
A,2,13,714,1
A,2,13,715,1
A,2,13,716,1
A,2,13,717,1
A,2,13,718,1
A,2,13,719,1
A,2,13,720,1
A,2,13,721,1
A,2,13,722,1
A,2,13,723,1
A,2,13,724,1
A,2,13,725,1
A,2,13,726,1
A,2,13,727,1
A,2,13,728,1
A,2,13,729,1
A,2,13,730,1
A,2,13,731,1
A,2,13,732,1
A,2,13,733,1
A,2,13,734,1
A,2,13,735,1
A,2,13,736,1
A,2,13,737,1
A,2,13,738,1
A,2,13,739,1
A,2,13,740,1
A,2,13,741,1
A,2,13,742,1
A,2,13,743,1
A,2,13,744,1
A,2,13,745,1
A,2,13,746,1
A,2,13,747,1
A,2,13,748,1
A,2,13,749,1
A,2,13,750,1
A,2,13,751,1
A,2,13,752,1
A,2,13,753,1
A,2,13,754,1
A,2,13,755,1
A,2,13,756,1
A,2,13,757,1
A,2,13,758,1
A,2,13,759,1
A,2,13,760,1
A,2,13,761,1
A,2,13,762,1
A,2,13,763,1
A,2,13,764,1
A,2,13,765,1
A,2,13,766,1
A,2,13,767,1
A,2,13,768,1
A,2,13,769,1
A,2,13,770,1
A,2,13,771,1
A,2,13,772,1
A,2,13,773,1
A,2,13,774,1
A,2,13,775,1
A,2,13,776,1
A,2,13,777,1
A,2,13,778,1
A,2,13,779,1
A,2,13,780,1
A,2,13,781,1
A,2,13,782,1
A,2,13,783,1
A,2,13,784,1
A,2,13,785,1
A,2,13,786,1
A,2,13,787,1
A,2,13,788,1
A,2,13,789,1
A,2,13,790,1
A,2,13,791,1
A,2,13,792,1
A,2,13,793,1
A,2,13,794,1
A,2,13,795,1
A,2,13,796,1
A,2,13,797,1
A,2,13,798,1
A,2,13,799,1
A,2,13,800,1
A,2,13,801,1
A,2,13,802,1
A,2,13,803,1
A,2,13,804,1
A,2,13,805,1
A,2,13,806,1
A,2,13,807,1
A,2,13,808,1
A,2,13,809,1
A,2,13,810,1
A,2,13,811,1
A,2,13,812,1
A,2,13,813,1
A,2,13,814,1
A,2,13,815,1
A,2,13,816,1
A,2,13,817,1
A,2,13,818,1
A,2,13,819,1
A,2,13,820,1
A,2,13,821,1
A,2,13,822,1
A,2,13,823,1
A,2,13,824,1
A,2,13,825,1
A,2,13,826,1
A,2,13,827,1
A,2,13,828,1
A,2,13,829,1
A,2,13,830,1
A,2,13,831,1
A,2,13,832,1
A,2,13,833,1
A,2,13,834,1
A,2,13,835,1
A,2,13,836,1
A,2,13,837,1
A,2,13,838,1
A,2,13,839,1
A,2,13,840,1
A,2,13,841,1
A,2,13,842,1
A,2,13,843,1
A,2,13,844,1
A,2,13,845,1
A,2,13,846,1
A,2,13,847,1
A,2,13,848,1
A,2,13,849,1
A,2,13,850,1
A,2,13,851,1
A,2,13,852,1
A,2,13,853,1
A,2,13,854,1
A,2,13,855,1
A,2,13,856,1
A,2,13,857,1
A,2,13,858,1
A,2,13,859,1
A,2,13,860,1
A,2,13,861,1
A,2,13,862,1
A,2,13,863,1
A,2,13,864,1
A,2,13,865,1
A,2,13,866,1
A,2,13,867,1
A,2,13,868,1
A,2,13,869,1
A,2,13,870,1
A,2,13,871,1
A,2,13,872,1
A,2,13,873,1
A,2,13,874,1
A,2,13,875,1
A,2,13,876,1
A,2,13,877,1
A,2,13,878,1
A,2,13,879,1
A,2,13,880,1
A,2,13,881,1
A,2,13,882,1
A,2,13,883,1
A,2,13,884,1
A,2,13,885,1
A,2,13,886,1
A,2,13,887,1
A,2,13,888,1
A,2,13,889,1
A,2,13,890,1
A,2,13,891,1
A,2,13,892,1
A,2,13,893,1
A,2,13,894,1
A,2,13,895,1
A,2,13,896,1
A,2,13,897,1
A,2,13,898,1
A,2,13,899,1
A,2,13,900,1
A,2,13,901,1
A,2,13,902,1
A,2,13,903,1
A,2,13,904,1
A,2,13,905,1
A,2,13,906,1
A,2,13,907,1
A,2,13,908,1
A,2,13,909,1
A,2,13,910,1
A,2,13,911,1
A,2,13,912,1
A,2,13,913,1
A,2,13,914,1
A,2,13,915,1
A,2,13,916,1
A,2,13,917,1
A,2,13,918,1
A,2,13,919,1
A,2,13,920,1
A,2,13,921,1
A,2,13,922,1
A,2,13,923,1
A,2,13,924,1
A,2,13,925,1
A,2,13,926,1
A,2,13,927,1
A,2,13,928,1
A,2,13,929,1
A,2,13,930,1
A,2,13,931,1
A,2,13,932,1
A,2,13,933,1
A,2,13,934,1
A,2,13,935,1
A,2,13,936,1
A,2,13,937,1
A,2,13,938,1
A,2,13,939,1
A,2,13,940,1
A,2,13,941,1
A,2,13,942,1
A,2,13,943,1
A,2,13,944,1
A,2,13,945,1
A,2,13,946,1
A,2,13,947,1
A,2,13,948,1
A,2,13,949,1
A,2,13,950,1
A,2,13,951,1
A,2,13,952,1
A,2,13,953,1
A,2,13,954,1
A,2,13,955,1
A,2,13,956,1
A,2,13,957,1
A,2,13,958,1
A,2,13,959,1
A,2,13,960,1
A,2,13,961,1
A,2,13,962,1
A,2,13,963,1
A,2,13,964,1
A,2,13,965,1
A,2,13,966,1
A,2,13,967,1
A,2,13,968,1
A,2,13,969,1
A,2,13,970,1
A,2,13,971,1
A,2,13,972,1
A,2,13,973,1
A,2,13,974,1
A,2,13,975,1
A,2,13,976,1
A,2,13,977,1
A,2,13,978,1
A,2,13,979,1
A,2,13,980,1
A,2,13,981,1
A,2,13,982,1
A,2,13,983,1
A,2,13,984,1
A,2,13,985,1
A,2,13,986,1
A,2,13,987,1
A,2,13,988,1
A,2,13,989,1
A,2,13,990,1
A,2,13,991,1
A,2,13,992,1
A,2,13,993,1
A,2,13,994,1
A,2,13,995,1
A,2,13,996,1
A,2,13,997,1
A,2,13,998,1
A,2,13,999,1
A,2,13,1000,1
A,2,13,1001,1
A,2,13,1002,1
A,2,13,1003,1
A,2,13,1004,1
A,2,13,1005,1
A,2,13,1006,1
A,2,13,1007,1
A,2,13,1008,1
A,2,13,1009,1
A,2,13,1010,1
A,2,13,1011,1
A,2,13,1012,1
A,2,13,1013,1
A,2,13,1014,1
A,2,13,1015,1
A,2,13,1016,1
A,2,13,1017,1
A,2,13,1018,1
A,2,13,1019,1
A,2,13,1020,1
A,2,13,1021,1
A,2,13,1022,1
A,2,13,1023,1
A,2,13,1024,1
A,2,13,1025,1
A,2,13,1026,1
A,2,13,1027,1
A,2,13,1028,1
A,2,13,1029,1
A,2,13,1030,1
A,2,13,1031,1
A,2,13,1032,1
A,2,13,1033,1
A,2,13,1034,1
A,2,13,1035,1
A,2,13,1036,1
A,2,13,1037,1
A,2,13,1038,1
A,2,13,1039,1
A,2,13,1040,1
A,2,13,1041,1
A,2,13,1042,1
A,2,13,1043,1
A,2,13,1044,1
A,2,13,1045,1
A,2,13,1046,1
A,2,13,1047,1
A,2,13,1048,1
A,2,13,1049,1
A,2,13,1050,1
A,2,13,1051,1
A,2,13,1052,1
A,2,13,1053,1
A,2,13,1054,1
A,2,13,1055,1
A,2,13,1056,1
A,2,13,1057,1
A,2,13,1058,1
A,2,13,1059,1
A,2,13,1060,1
A,2,13,1061,1
A,2,13,1062,1
A,2,13,1063,1
A,2,13,1064,1
A,2,13,1065,1
A,2,13,1066,1
A,2,13,1067,1
A,2,13,1068,1
A,2,13,1069,1
A,2,13,1070,1
A,2,13,1071,1
A,2,13,1072,1
A,2,13,1073,1
A,2,13,1074,1
A,2,13,1075,1
A,2,13,1076,1
A,2,13,1077,1
A,2,13,1078,1
A,2,13,1079,1
A,2,13,1080,1
A,2,13,1081,1
A,2,13,1082,1
A,2,13,1083,1
A,2,13,1084,1
A,2,13,1085,1
A,2,13,1086,1
A,2,13,1087,1
A,2,13,1088,1
A,2,13,1089,1
A,2,13,1090,1
A,2,13,1091,1
A,2,13,1092,1
A,2,13,1093,1
A,2,13,1094,1
A,2,13,1095,1
A,2,13,1096,1
A,2,13,1097,1
A,2,13,1098,1
A,2,13,1099,1
A,2,13,1100,1
A,2,13,1101,1
A,2,13,1102,1
A,2,13,1103,1
A,2,13,1104,1
A,2,13,1105,1
A,2,13,1106,1
A,2,13,1107,1
A,2,13,1108,1
A,2,13,1109,1
A,2,13,1110,1
A,2,13,1111,1
A,2,13,1112,1
A,2,13,1113,1
A,2,13,1114,1
A,2,13,1115,1
A,2,13,1116,1
A,2,13,1117,1
A,2,13,1118,1
A,2,13,1119,1
A,2,13,1120,1
A,2,13,1121,1
A,2,13,1122,1
A,2,13,1123,1
A,2,13,1124,1
A,2,13,1125,1
A,2,13,1126,1
A,2,13,1127,1
A,2,13,1128,1
A,2,13,1129,1
A,2,13,1130,1
A,2,13,1131,1
A,2,13,1132,1
A,2,13,1133,1
A,2,13,1134,1
A,2,13,1135,1
A,2,13,1136,1
A,2,13,1137,1
A,2,13,1138,1
A,2,13,1139,1
A,2,13,1140,1
A,2,13,1141,1
A,2,13,1142,1
A,2,13,1143,1
A,2,13,1144,1
A,2,13,1145,1
A,2,13,1146,1
A,2,13,1147,1
A,2,13,1148,1
A,2,13,1149,1
A,2,13,1150,1
A,2,13,1151,1
A,2,13,1152,1
A,2,13,1153,1
A,2,13,1154,1
A,2,13,1155,1
A,2,13,1156,1
A,2,13,1157,1
A,2,13,1158,1
A,2,13,1159,1
A,2,13,1160,1
A,2,13,1161,1
A,2,13,1162,1
A,2,13,1163,1
A,2,13,1164,1
A,2,13,1165,1
A,2,13,1166,1
A,2,13,1167,1
A,2,13,1168,1
A,2,13,1169,1
A,2,13,1170,1
A,2,13,1171,1
A,2,13,1172,1
A,2,13,1173,1
A,2,13,1174,1
A,2,13,1175,1
A,2,13,1176,1
A,2,13,1177,1
A,2,13,1178,1
A,2,13,1179,1
A,2,13,1180,1
A,2,13,1181,1
A,2,13,1182,1
A,2,13,1183,1
A,2,13,1184,1
A,2,13,1185,1
A,2,13,1186,1
A,2,13,1187,1
A,2,13,1188,1
A,2,13,1189,1
A,2,13,1190,1
A,2,13,1191,1
A,2,13,1192,1
A,2,13,1193,1
A,2,13,1194,1
A,2,13,1195,1
A,2,13,1196,1
A,2,13,1197,1
A,2,13,1198,1
A,2,13,1199,1
A,2,13,1200,1
A,2,13,1201,1
A,2,13,1202,1
A,2,13,1203,1
A,2,13,1204,1
A,2,13,1205,1
A,2,13,1206,1
A,2,13,1207,1
A,2,13,1208,1
A,2,13,1209,1
A,2,13,1210,1
A,2,13,1211,1
A,2,13,1212,1
A,2,13,1213,1
A,2,13,1214,1
A,2,13,1215,1
A,2,13,1216,1
A,2,13,1217,1
A,2,13,1218,1
A,2,13,1219,1
A,2,13,1220,1
A,2,13,1221,1
A,2,13,1222,1
A,2,13,1223,1
A,2,13,1224,1
A,2,13,1225,1
A,2,13,1226,1
A,2,13,1227,1
A,2,13,1228,1
A,2,13,1229,1
A,2,13,1230,1
A,2,13,1231,1
A,2,13,1232,1
A,2,13,1233,1
A,2,13,1234,1
A,2,13,1235,1
A,2,13,1236,1
A,2,13,1237,1
A,2,13,1238,1
A,2,13,1239,1
A,2,13,1240,1
A,2,13,1241,1
A,2,13,1242,1
A,2,13,1243,1
A,2,13,1244,1
A,2,13,1245,1
A,2,13,1246,1
A,2,13,1247,1
A,2,13,1248,1
A,2,13,1249,1
A,2,13,1250,1
A,2,13,1251,1
A,2,13,1252,1
A,2,13,1253,1
A,2,13,1254,1
A,2,13,1255,1
A,2,13,1256,1
A,2,13,1257,1
A,2,13,1258,1
A,2,13,1259,1
A,2,13,1260,1
A,2,13,1261,1
A,2,13,1262,1
A,2,13,1263,1
A,2,13,1264,1
A,2,13,1265,1
A,2,13,1266,1
A,2,13,1267,1
A,2,13,1268,1
A,2,13,1269,1
A,2,13,1270,1
A,2,13,1271,1
A,2,13,1272,1
A,2,13,1273,1
A,2,13,1274,1
A,2,13,1275,1
A,2,13,1276,1
A,2,13,1277,1
A,2,13,1278,1
A,2,13,1279,1
A,2,13,1280,1
A,2,13,1281,1
A,2,13,1282,1
A,2,13,1283,1
A,2,13,1284,1
A,2,13,1285,1
A,2,13,1286,1
A,2,13,1287,1
A,2,13,1288,1
A,2,13,1289,1
A,2,13,1290,1
A,2,13,1291,1
A,2,13,1292,1
A,2,13,1293,1
A,2,13,1294,1
A,2,13,1295,1
A,2,13,1296,1
A,2,13,1297,1
A,2,13,1298,1
A,2,13,1299,1
A,2,13,1300,1
A,2,13,1301,1
A,2,13,1302,1
A,2,13,1303,1
A,2,13,1304,1
A,2,13,1305,1
A,2,13,1306,1
A,2,13,1307,1
A,2,13,1308,1
A,2,13,1309,1
A,2,13,1310,1
A,2,13,1311,1
A,2,13,1312,1
A,2,13,1313,1
A,2,13,1314,1
A,2,13,1315,1
A,2,13,1316,1
A,2,13,1317,1
A,2,13,1318,1
A,2,13,1319,1
A,2,13,1320,1
A,2,13,1321,1
A,2,13,1322,1
A,2,13,1323,1
A,2,13,1324,1
A,2,13,1325,8
A,2,13,1326,8
A,2,13,1327,8
A,2,13,1328,8
A,2,13,1329,8
A,2,13,1330,9
A,2,13,1331,9
A,2,13,1332,9
A,2,13,1333,9
A,2,13,1334,9
A,2,13,1335,9
A,2,13,1336,9
A,2,13,1337,4
A,2,13,1338,4
A,2,13,1339,4
A,2,13,1340,4
A,2,13,1341,4
A,2,13,1342,4
A,2,13,1343,4
A,2,13,1344,9
A,2,13,1345,9
A,2,13,1346,9
A,2,13,1347,9
A,2,13,1348,9
A,2,13,1349,9
A,2,13,1350,9
A,2,13,1351,9
A,2,13,1352,9
A,2,13,1353,9
A,2,13,1354,9
A,2,13,1355,9
A,2,13,1356,9
A,2,13,1357,9
A,2,13,1358,9
A,2,13,1359,9
A,2,13,1360,9
A,2,13,1361,9
A,2,13,1362,9
A,2,13,1363,9
A,2,13,1364,9
A,2,13,1365,9
A,2,13,1366,9
A,2,13,1367,9
A,2,13,1368,9
A,2,13,1369,9
A,2,13,1370,9
A,2,13,1371,9
A,2,13,1372,9
A,2,13,1373,9
A,2,13,1374,9
A,2,13,1375,9
A,2,13,1376,9
A,2,13,1377,9
A,2,13,1378,9
A,2,13,1379,9
A,2,13,1380,9
A,2,13,1381,3
A,2,13,1382,3
A,2,13,1383,3
A,2,13,1384,3
A,2,13,1385,3
A,2,13,1386,3
A,2,13,1387,3
A,2,13,1388,3
A,2,13,1389,3
A,2,13,1390,3
A,2,13,1391,3
A,2,13,1392,3
A,2,13,1393,3
A,2,13,1394,3
A,2,13,1395,3
A,2,13,1396,3
A,2,13,1397,3
A,2,13,1398,3
A,2,13,1399,3
A,2,13,1400,3
A,2,13,1401,3
A,2,13,1402,3
A,2,13,1403,3
A,2,13,1404,3
A,2,13,1405,3
A,2,13,1406,3
A,2,13,1407,3
A,2,13,1408,3
A,2,13,1409,3
A,2,13,1410,3
A,2,13,1411,3
A,2,13,1412,3
A,2,13,1413,3
A,2,13,1414,3
A,2,13,1415,3
A,2,13,1416,3
A,2,13,1417,3
A,2,13,1418,3
A,2,13,1419,3
A,2,13,1420,9
A,2,13,1421,9
A,2,13,1422,9
A,2,13,1423,9
A,2,13,1424,9
A,2,13,1425,9
A,2,13,1426,9
A,2,13,1427,9
A,2,13,1428,9
A,2,13,1429,9
A,2,13,1430,9
A,2,13,1431,9
A,2,13,1432,9
A,2,13,1433,3
A,2,13,1434,3
A,2,13,1435,3
A,2,13,1436,3
A,2,13,1437,3
A,2,13,1438,3
A,2,13,1439,3
A,2,13,1440,3
B,1,13,1,1
B,1,13,2,1
B,1,13,3,1
B,1,13,4,1
B,1,13,5,1
B,1,13,6,1
B,1,13,7,1
B,1,13,8,1
B,1,13,9,1
B,1,13,10,1
B,1,13,11,1
B,1,13,12,1
B,1,13,13,1
B,1,13,14,1
B,1,13,15,1
B,1,13,16,1
B,1,13,17,1
B,1,13,18,1
B,1,13,19,1
B,1,13,20,1
B,1,13,21,1
B,1,13,22,1
B,1,13,23,1
B,1,13,24,1
B,1,13,25,1
B,1,13,26,1
B,1,13,27,1
B,1,13,28,1
B,1,13,29,1
B,1,13,30,1
B,1,13,31,1
B,1,13,32,1
B,1,13,33,1
B,1,13,34,1
B,1,13,35,1
B,1,13,36,1
B,1,13,37,1
B,1,13,38,1
B,1,13,39,1
B,1,13,40,1
B,1,13,41,1
B,1,13,42,1
B,1,13,43,1
B,1,13,44,1
B,1,13,45,1
B,1,13,46,1
B,1,13,47,1
B,1,13,48,1
B,1,13,49,1
B,1,13,50,1
B,1,13,51,1
B,1,13,52,1
B,1,13,53,1
B,1,13,54,1
B,1,13,55,1
B,1,13,56,1
B,1,13,57,1
B,1,13,58,1
B,1,13,59,1
B,1,13,60,1
B,1,13,61,1
B,1,13,62,1
B,1,13,63,1
B,1,13,64,1
B,1,13,65,1
B,1,13,66,1
B,1,13,67,1
B,1,13,68,1
B,1,13,69,1
B,1,13,70,1
B,1,13,71,1
B,1,13,72,1
B,1,13,73,1
B,1,13,74,1
B,1,13,75,1
B,1,13,76,1
B,1,13,77,1
B,1,13,78,1
B,1,13,79,1
B,1,13,80,1
B,1,13,81,1
B,1,13,82,1
B,1,13,83,1
B,1,13,84,1
B,1,13,85,1
B,1,13,86,6
B,1,13,87,8
B,1,13,88,6
B,1,13,89,6
B,1,13,90,5
B,1,13,91,5
B,1,13,92,5
B,1,13,93,5
B,1,13,94,5
B,1,13,95,5
B,1,13,96,5
B,1,13,97,5
B,1,13,98,5
B,1,13,99,5
B,1,13,100,5
B,1,13,101,5
B,1,13,102,5
B,1,13,103,5
B,1,13,104,5
B,1,13,105,5
B,1,13,106,5
B,1,13,107,5
B,1,13,108,5
B,1,13,109,5
B,1,13,110,5
B,1,13,111,4
B,1,13,112,4
B,1,13,113,4
B,1,13,114,4
B,1,13,115,4
B,1,13,116,4
B,1,13,117,4
B,1,13,118,4
B,1,13,119,4
B,1,13,120,4
B,1,13,121,4
B,1,13,122,4
B,1,13,123,4
B,1,13,124,4
B,1,13,125,4
B,1,13,126,4
B,1,13,127,4
B,1,13,128,4
B,1,13,129,4
B,1,13,130,4
B,1,13,131,4
B,1,13,132,4
B,1,13,133,4
B,1,13,134,4
B,1,13,135,4
B,1,13,136,4
B,1,13,137,4
B,1,13,138,4
B,1,13,139,4
B,1,13,140,4
B,1,13,141,10
B,1,13,142,2
B,1,13,143,2
B,1,13,144,2
B,1,13,145,2
B,1,13,146,2
B,1,13,147,2
B,1,13,148,2
B,1,13,149,2
B,1,13,150,2
B,1,13,151,2
B,1,13,152,2
B,1,13,153,2
B,1,13,154,2
B,1,13,155,2
B,1,13,156,2
B,1,13,157,2
B,1,13,158,2
B,1,13,159,2
B,1,13,160,2
B,1,13,161,2
B,1,13,162,2
B,1,13,163,2
B,1,13,164,2
B,1,13,165,2
B,1,13,166,2
B,1,13,167,2
B,1,13,168,2
B,1,13,169,2
B,1,13,170,2
B,1,13,171,2
B,1,13,172,2
B,1,13,173,2
B,1,13,174,2
B,1,13,175,2
B,1,13,176,2
B,1,13,177,2
B,1,13,178,2
B,1,13,179,2
B,1,13,180,2
B,1,13,181,2
B,1,13,182,2
B,1,13,183,2
B,1,13,184,2
B,1,13,185,2
B,1,13,186,2
B,1,13,187,2
B,1,13,188,2
B,1,13,189,2
B,1,13,190,2
B,1,13,191,2
B,1,13,192,2
B,1,13,193,2
B,1,13,194,2
B,1,13,195,2
B,1,13,196,2
B,1,13,197,2
B,1,13,198,2
B,1,13,199,2
B,1,13,200,2
B,1,13,201,2
B,1,13,202,2
B,1,13,203,2
B,1,13,204,2
B,1,13,205,2
B,1,13,206,2
B,1,13,207,2
B,1,13,208,2
B,1,13,209,2
B,1,13,210,2
B,1,13,211,2
B,1,13,212,2
B,1,13,213,2
B,1,13,214,2
B,1,13,215,2
B,1,13,216,2
B,1,13,217,2
B,1,13,218,2
B,1,13,219,2
B,1,13,220,2
B,1,13,221,2
B,1,13,222,2
B,1,13,223,2
B,1,13,224,2
B,1,13,225,2
B,1,13,226,2
B,1,13,227,2
B,1,13,228,2
B,1,13,229,2
B,1,13,230,2
B,1,13,231,2
B,1,13,232,2
B,1,13,233,2
B,1,13,234,2
B,1,13,235,2
B,1,13,236,2
B,1,13,237,2
B,1,13,238,2
B,1,13,239,2
B,1,13,240,2
B,1,13,241,2
B,1,13,242,2
B,1,13,243,2
B,1,13,244,2
B,1,13,245,2
B,1,13,246,2
B,1,13,247,2
B,1,13,248,2
B,1,13,249,2
B,1,13,250,2
B,1,13,251,2
B,1,13,252,2
B,1,13,253,2
B,1,13,254,2
B,1,13,255,2
B,1,13,256,2
B,1,13,257,2
B,1,13,258,2
B,1,13,259,2
B,1,13,260,2
B,1,13,261,2
B,1,13,262,2
B,1,13,263,2
B,1,13,264,2
B,1,13,265,2
B,1,13,266,2
B,1,13,267,2
B,1,13,268,2
B,1,13,269,2
B,1,13,270,2
B,1,13,271,2
B,1,13,272,2
B,1,13,273,2
B,1,13,274,2
B,1,13,275,2
B,1,13,276,2
B,1,13,277,2
B,1,13,278,2
B,1,13,279,2
B,1,13,280,2
B,1,13,281,2
B,1,13,282,2
B,1,13,283,2
B,1,13,284,2
B,1,13,285,2
B,1,13,286,2
B,1,13,287,2
B,1,13,288,2
B,1,13,289,2
B,1,13,290,2
B,1,13,291,2
B,1,13,292,2
B,1,13,293,2
B,1,13,294,2
B,1,13,295,2
B,1,13,296,2
B,1,13,297,2
B,1,13,298,2
B,1,13,299,2
B,1,13,300,2
B,1,13,301,2
B,1,13,302,2
B,1,13,303,2
B,1,13,304,2
B,1,13,305,2
B,1,13,306,2
B,1,13,307,2
B,1,13,308,2
B,1,13,309,2
B,1,13,310,2
B,1,13,311,2
B,1,13,312,2
B,1,13,313,2
B,1,13,314,2
B,1,13,315,2
B,1,13,316,2
B,1,13,317,2
B,1,13,318,2
B,1,13,319,2
B,1,13,320,2
B,1,13,321,2
B,1,13,322,2
B,1,13,323,2
B,1,13,324,2
B,1,13,325,2
B,1,13,326,2
B,1,13,327,2
B,1,13,328,2
B,1,13,329,2
B,1,13,330,2
B,1,13,331,2
B,1,13,332,2
B,1,13,333,2
B,1,13,334,2
B,1,13,335,2
B,1,13,336,2
B,1,13,337,2
B,1,13,338,2
B,1,13,339,2
B,1,13,340,2
B,1,13,341,2
B,1,13,342,2
B,1,13,343,2
B,1,13,344,2
B,1,13,345,2
B,1,13,346,2
B,1,13,347,2
B,1,13,348,2
B,1,13,349,2
B,1,13,350,2
B,1,13,351,2
B,1,13,352,2
B,1,13,353,2
B,1,13,354,2
B,1,13,355,2
B,1,13,356,2
B,1,13,357,2
B,1,13,358,2
B,1,13,359,2
B,1,13,360,2
B,1,13,361,2
B,1,13,362,2
B,1,13,363,2
B,1,13,364,2
B,1,13,365,2
B,1,13,366,2
B,1,13,367,2
B,1,13,368,2
B,1,13,369,2
B,1,13,370,2
B,1,13,371,2
B,1,13,372,2
B,1,13,373,2
B,1,13,374,2
B,1,13,375,2
B,1,13,376,2
B,1,13,377,2
B,1,13,378,2
B,1,13,379,2
B,1,13,380,2
B,1,13,381,2
B,1,13,382,2
B,1,13,383,2
B,1,13,384,2
B,1,13,385,2
B,1,13,386,2
B,1,13,387,2
B,1,13,388,2
B,1,13,389,2
B,1,13,390,2
B,1,13,391,2
B,1,13,392,2
B,1,13,393,2
B,1,13,394,2
B,1,13,395,2
B,1,13,396,2
B,1,13,397,2
B,1,13,398,2
B,1,13,399,2
B,1,13,400,2
B,1,13,401,2
B,1,13,402,2
B,1,13,403,2
B,1,13,404,2
B,1,13,405,2
B,1,13,406,2
B,1,13,407,2
B,1,13,408,2
B,1,13,409,2
B,1,13,410,2
B,1,13,411,2
B,1,13,412,2
B,1,13,413,2
B,1,13,414,2
B,1,13,415,2
B,1,13,416,2
B,1,13,417,2
B,1,13,418,2
B,1,13,419,2
B,1,13,420,2
B,1,13,421,2
B,1,13,422,2
B,1,13,423,2
B,1,13,424,2
B,1,13,425,2
B,1,13,426,2
B,1,13,427,2
B,1,13,428,2
B,1,13,429,2
B,1,13,430,2
B,1,13,431,2
B,1,13,432,2
B,1,13,433,2
B,1,13,434,2
B,1,13,435,2
B,1,13,436,2
B,1,13,437,2
B,1,13,438,2
B,1,13,439,2
B,1,13,440,2
B,1,13,441,2
B,1,13,442,2
B,1,13,443,2
B,1,13,444,2
B,1,13,445,2
B,1,13,446,2
B,1,13,447,2
B,1,13,448,2
B,1,13,449,2
B,1,13,450,2
B,1,13,451,2
B,1,13,452,2
B,1,13,453,2
B,1,13,454,2
B,1,13,455,2
B,1,13,456,2
B,1,13,457,2
B,1,13,458,2
B,1,13,459,2
B,1,13,460,2
B,1,13,461,2
B,1,13,462,2
B,1,13,463,2
B,1,13,464,2
B,1,13,465,2
B,1,13,466,2
B,1,13,467,2
B,1,13,468,2
B,1,13,469,2
B,1,13,470,2
B,1,13,471,2
B,1,13,472,2
B,1,13,473,2
B,1,13,474,2
B,1,13,475,2
B,1,13,476,2
B,1,13,477,2
B,1,13,478,2
B,1,13,479,2
B,1,13,480,2
B,1,13,481,2
B,1,13,482,2
B,1,13,483,2
B,1,13,484,2
B,1,13,485,2
B,1,13,486,2
B,1,13,487,2
B,1,13,488,2
B,1,13,489,2
B,1,13,490,2
B,1,13,491,2
B,1,13,492,2
B,1,13,493,2
B,1,13,494,2
B,1,13,495,2
B,1,13,496,2
B,1,13,497,2
B,1,13,498,2
B,1,13,499,2
B,1,13,500,2
B,1,13,501,2
B,1,13,502,2
B,1,13,503,2
B,1,13,504,2
B,1,13,505,2
B,1,13,506,2
B,1,13,507,2
B,1,13,508,2
B,1,13,509,2
B,1,13,510,2
B,1,13,511,2
B,1,13,512,2
B,1,13,513,2
B,1,13,514,2
B,1,13,515,2
B,1,13,516,2
B,1,13,517,2
B,1,13,518,2
B,1,13,519,2
B,1,13,520,2
B,1,13,521,2
B,1,13,522,2
B,1,13,523,2
B,1,13,524,2
B,1,13,525,2
B,1,13,526,2
B,1,13,527,2
B,1,13,528,2
B,1,13,529,2
B,1,13,530,2
B,1,13,531,2
B,1,13,532,2
B,1,13,533,2
B,1,13,534,2
B,1,13,535,2
B,1,13,536,2
B,1,13,537,2
B,1,13,538,2
B,1,13,539,2
B,1,13,540,2
B,1,13,541,2
B,1,13,542,2
B,1,13,543,2
B,1,13,544,2
B,1,13,545,2
B,1,13,546,2
B,1,13,547,2
B,1,13,548,2
B,1,13,549,2
B,1,13,550,2
B,1,13,551,2
B,1,13,552,2
B,1,13,553,2
B,1,13,554,2
B,1,13,555,2
B,1,13,556,2
B,1,13,557,2
B,1,13,558,10
B,1,13,559,10
B,1,13,560,10
B,1,13,561,10
B,1,13,562,8
B,1,13,563,8
B,1,13,564,8
B,1,13,565,8
B,1,13,566,8
B,1,13,567,8
B,1,13,568,6
B,1,13,569,6
B,1,13,570,6
