House,Resident,Day,Hour,Activity,ActivityMinutes
A,1,16,14,9,16
A,1,16,14,10,35
A,1,16,15,1,0
A,1,16,15,2,0
A,1,16,15,3,0
A,1,16,15,4,40
A,1,16,15,5,0
A,1,16,15,6,0
A,1,16,15,7,13
A,1,16,15,8,3
A,1,16,15,9,0
A,1,16,15,10,4
A,1,16,16,1,0
A,1,16,16,2,0
A,1,16,16,3,0
A,1,16,16,4,30
A,1,16,16,5,0
A,1,16,16,6,0
A,1,16,16,7,1
A,1,16,16,8,0
A,1,16,16,9,29
A,1,16,16,10,0
A,1,16,17,1,0
A,1,16,17,2,0
A,1,16,17,3,0
A,1,16,17,4,14
A,1,16,17,5,0
A,1,16,17,6,3
A,1,16,17,7,9
A,1,16,17,8,0
A,1,16,17,9,34
A,1,16,17,10,0
A,1,16,18,1,31
A,1,16,18,2,0
A,1,16,18,3,0
A,1,16,18,4,0
A,1,16,18,5,0
A,1,16,18,6,0
A,1,16,18,7,0
A,1,16,18,8,7
A,1,16,18,9,19
A,1,16,18,10,3
A,1,16,19,1,60
A,1,16,19,2,0
A,1,16,19,3,0
A,1,16,19,4,0
A,1,16,19,5,0
A,1,16,19,6,0
A,1,16,19,7,0
A,1,16,19,8,0
A,1,16,19,9,0
A,1,16,19,10,0
A,1,16,20,1,60
A,1,16,20,2,0
A,1,16,20,3,0
A,1,16,20,4,0
A,1,16,20,5,0
A,1,16,20,6,0
A,1,16,20,7,0
A,1,16,20,8,0
A,1,16,20,9,0
A,1,16,20,10,0
A,1,16,21,1,60
A,1,16,21,2,0
A,1,16,21,3,0
A,1,16,21,4,0
A,1,16,21,5,0
A,1,16,21,6,0
A,1,16,21,7,0
A,1,16,21,8,0
A,1,16,21,9,0
A,1,16,21,10,0
A,1,16,22,1,23
A,1,16,22,2,0
A,1,16,22,3,0
A,1,16,22,4,35
A,1,16,22,5,0
A,1,16,22,6,0
A,1,16,22,7,0
A,1,16,22,8,2
A,1,16,22,9,0
A,1,16,22,10,0
A,1,16,23,1,0
A,1,16,23,2,0
A,1,16,23,3,0
A,1,16,23,4,47
A,1,16,23,5,0
A,1,16,23,6,0
A,1,16,23,7,3
A,1,16,23,8,0
A,1,16,23,9,9
A,1,16,23,10,0
A,2,16,0,1,0
A,2,16,0,2,0
A,2,16,0,3,51
A,2,16,0,4,0
A,2,16,0,5,0
A,2,16,0,6,0
A,2,16,0,7,0
A,2,16,0,8,0
A,2,16,0,9,0
A,2,16,0,10,9
A,2,16,1,1,0
A,2,16,1,2,0
A,2,16,1,3,0
A,2,16,1,4,0
A,2,16,1,5,0
A,2,16,1,6,0
A,2,16,1,7,5
A,2,16,1,8,0
A,2,16,1,9,42
A,2,16,1,10,13
A,2,16,2,1,0
A,2,16,2,2,0
A,2,16,2,3,0
A,2,16,2,4,11
A,2,16,2,5,0
A,2,16,2,6,0
A,2,16,2,7,40
A,2,16,2,8,0
A,2,16,2,9,0
A,2,16,2,10,9
A,2,16,3,1,0
A,2,16,3,2,38
A,2,16,3,3,0
A,2,16,3,4,22
A,2,16,3,5,0
A,2,16,3,6,0
A,2,16,3,7,0
A,2,16,3,8,0
A,2,16,3,9,0
A,2,16,3,10,0
A,2,16,4,1,0
A,2,16,4,2,60
A,2,16,4,3,0
A,2,16,4,4,0
A,2,16,4,5,0
A,2,16,4,6,0
A,2,16,4,7,0
A,2,16,4,8,0
A,2,16,4,9,0
A,2,16,4,10,0
A,2,16,5,1,0
A,2,16,5,2,60
A,2,16,5,3,0
A,2,16,5,4,0
A,2,16,5,5,0
A,2,16,5,6,0
A,2,16,5,7,0
A,2,16,5,8,0
A,2,16,5,9,0
A,2,16,5,10,0
A,2,16,6,1,0
A,2,16,6,2,57
A,2,16,6,3,0
A,2,16,6,4,0
A,2,16,6,5,0
A,2,16,6,6,0
A,2,16,6,7,0
A,2,16,6,8,0
A,2,16,6,9,0
A,2,16,6,10,3
A,2,16,7,1,0
A,2,16,7,2,60
A,2,16,7,3,0
A,2,16,7,4,0
A,2,16,7,5,0
A,2,16,7,6,0
A,2,16,7,7,0
A,2,16,7,8,0
A,2,16,7,9,0
A,2,16,7,10,0
A,2,16,8,1,0
A,2,16,8,2,60
A,2,16,8,3,0
A,2,16,8,4,0
A,2,16,8,5,0
A,2,16,8,6,0
A,2,16,8,7,0
A,2,16,8,8,0
A,2,16,8,9,0
A,2,16,8,10,0
A,2,16,9,1,6
A,2,16,9,2,46
A,2,16,9,3,0
A,2,16,9,4,0
A,2,16,9,5,0
A,2,16,9,6,0
A,2,16,9,7,0
A,2,16,9,8,0
A,2,16,9,9,0
A,2,16,9,10,8
A,2,16,10,1,0
A,2,16,10,2,0
A,2,16,10,3,0
A,2,16,10,4,35
A,2,16,10,5,0
A,2,16,10,6,0
A,2,16,10,7,0
A,2,16,10,8,0
A,2,16,10,9,9
A,2,16,10,10,16
A,2,16,11,1,0
A,2,16,11,2,0
A,2,16,11,3,0
A,2,16,11,4,12
A,2,16,11,5,0
A,2,16,11,6,0
A,2,16,11,7,0
A,2,16,11,8,0
A,2,16,11,9,48
A,2,16,11,10,0
A,2,16,12,1,0
A,2,16,12,2,0
A,2,16,12,3,0
A,2,16,12,4,9
A,2,16,12,5,0
A,2,16,12,6,0
A,2,16,12,7,0
A,2,16,12,8,0
A,2,16,12,9,51
A,2,16,12,10,0
A,2,16,13,1,0
A,2,16,13,2,0
A,2,16,13,3,0
A,2,16,13,4,39
A,2,16,13,5,0
A,2,16,13,6,0
A,2,16,13,7,0
A,2,16,13,8,0
A,2,16,13,9,21
A,2,16,13,10,0
A,2,16,14,1,0
A,2,16,14,2,0
A,2,16,14,3,0
A,2,16,14,4,58
A,2,16,14,5,0
A,2,16,14,6,0
A,2,16,14,7,0
A,2,16,14,8,0
A,2,16,14,9,0
A,2,16,14,10,2
A,2,16,15,1,0
A,2,16,15,2,0
A,2,16,15,3,0
A,2,16,15,4,55
A,2,16,15,5,0
A,2,16,15,6,0
A,2,16,15,7,0
A,2,16,15,8,0
A,2,16,15,9,5
A,2,16,15,10,0
A,2,16,16,1,6
A,2,16,16,2,0
A,2,16,16,3,8
A,2,16,16,4,43
A,2,16,16,5,0
A,2,16,16,6,0
A,2,16,16,7,0
A,2,16,16,8,3
A,2,16,16,9,0
A,2,16,16,10,0
A,2,16,17,1,32
A,2,16,17,2,0
A,2,16,17,3,0
A,2,16,17,4,24
A,2,16,17,5,0
A,2,16,17,6,4
A,2,16,17,7,0
A,2,16,17,8,0
A,2,16,17,9,0
A,2,16,17,10,0
A,2,16,18,1,31
A,2,16,18,2,0
A,2,16,18,3,0
A,2,16,18,4,13
A,2,16,18,5,0
A,2,16,18,6,0
A,2,16,18,7,0
A,2,16,18,8,0
A,2,16,18,9,16
A,2,16,18,10,0
A,2,16,19,1,60
A,2,16,19,2,0
A,2,16,19,3,0
A,2,16,19,4,0
A,2,16,19,5,0
A,2,16,19,6,0
A,2,16,19,7,0
A,2,16,19,8,0
A,2,16,19,9,0
A,2,16,19,10,0
A,2,16,20,1,60
A,2,16,20,2,0
A,2,16,20,3,0
A,2,16,20,4,0
A,2,16,20,5,0
A,2,16,20,6,0
A,2,16,20,7,0
A,2,16,20,8,0
A,2,16,20,9,0
A,2,16,20,10,0
A,2,16,21,1,60
A,2,16,21,2,0
A,2,16,21,3,0
A,2,16,21,4,0
A,2,16,21,5,0
A,2,16,21,6,0
A,2,16,21,7,0
A,2,16,21,8,0
A,2,16,21,9,0
A,2,16,21,10,0
A,2,16,22,1,22
A,2,16,22,2,0
A,2,16,22,3,0
A,2,16,22,4,35
A,2,16,22,5,0
A,2,16,22,6,0
A,2,16,22,7,0
A,2,16,22,8,1
A,2,16,22,9,2
A,2,16,22,10,0
A,2,16,23,1,0
A,2,16,23,2,0
A,2,16,23,3,0
A,2,16,23,4,52
A,2,16,23,5,0
A,2,16,23,6,0
A,2,16,23,7,0
A,2,16,23,8,0
A,2,16,23,9,7
A,2,16,23,10,0
B,1,16,0,1,0
B,1,16,0,2,60
B,1,16,0,3,0
B,1,16,0,4,0
B,1,16,0,5,0
B,1,16,0,6,0
B,1,16,0,7,0
B,1,16,0,8,0
B,1,16,0,9,0
B,1,16,0,10,0
B,1,16,1,1,0
B,1,16,1,2,60
B,1,16,1,3,0
B,1,16,1,4,0
B,1,16,1,5,0
B,1,16,1,6,0
B,1,16,1,7,0
B,1,16,1,8,0
B,1,16,1,9,0
B,1,16,1,10,0
B,1,16,2,1,0
B,1,16,2,2,60
B,1,16,2,3,0
B,1,16,2,4,0
B,1,16,2,5,0
B,1,16,2,6,0
B,1,16,2,7,0
B,1,16,2,8,0
B,1,16,2,9,0
B,1,16,2,10,0
B,1,16,3,1,0
B,1,16,3,2,60
B,1,16,3,3,0
B,1,16,3,4,0
B,1,16,3,5,0
B,1,16,3,6,0
B,1,16,3,7,0
B,1,16,3,8,0
B,1,16,3,9,0
B,1,16,3,10,0
B,1,16,4,1,0
B,1,16,4,2,60
B,1,16,4,3,0
B,1,16,4,4,0
B,1,16,4,5,0
B,1,16,4,6,0
B,1,16,4,7,0
B,1,16,4,8,0
B,1,16,4,9,0
B,1,16,4,10,0
B,1,16,5,1,0
B,1,16,5,2,60
B,1,16,5,3,0
B,1,16,5,4,0
B,1,16,5,5,0
B,1,16,5,6,0
B,1,16,5,7,0
B,1,16,5,8,0
B,1,16,5,9,0
B,1,16,5,10,0
B,1,16,6,1,0
B,1,16,6,2,60
B,1,16,6,3,0
B,1,16,6,4,0
B,1,16,6,5,0
B,1,16,6,6,0
B,1,16,6,7,0
B,1,16,6,8,0
B,1,16,6,9,0
B,1,16,6,10,0
B,1,16,7,1,0
B,1,16,7,2,60
B,1,16,7,3,0
B,1,16,7,4,0
B,1,16,7,5,0
B,1,16,7,6,0
B,1,16,7,7,0
B,1,16,7,8,0
B,1,16,7,9,0
B,1,16,7,10,0
B,1,16,8,1,0
B,1,16,8,2,60
B,1,16,8,3,0
B,1,16,8,4,0
B,1,16,8,5,0
B,1,16,8,6,0
B,1,16,8,7,0
B,1,16,8,8,0
B,1,16,8,9,0
B,1,16,8,10,0
B,1,16,9,1,0
B,1,16,9,2,60
B,1,16,9,3,0
B,1,16,9,4,0
B,1,16,9,5,0
B,1,16,9,6,0
B,1,16,9,7,0
B,1,16,9,8,0
B,1,16,9,9,0
B,1,16,9,10,0
B,1,16,10,1,0
B,1,16,10,2,11
B,1,16,10,3,0
B,1,16,10,4,0
B,1,16,10,5,14
B,1,16,10,6,0
B,1,16,10,7,16
B,1,16,10,8,6
B,1,16,10,9,9
B,1,16,10,10,4
B,1,16,11,1,0
B,1,16,11,2,0
B,1,16,11,3,0
B,1,16,11,4,0
B,1,16,11,5,58
B,1,16,11,6,0
B,1,16,11,7,2
B,1,16,11,8,0
B,1,16,11,9,0
B,1,16,11,10,0
B,1,16,12,1,0
B,1,16,12,2,0
B,1,16,12,3,0
B,1,16,12,4,0
B,1,16,12,5,60
B,1,16,12,6,0
B,1,16,12,7,0
B,1,16,12,8,0
B,1,16,12,9,0
B,1,16,12,10,0
B,1,16,13,1,0
B,1,16,13,2,0
B,1,16,13,3,0
B,1,16,13,4,0
B,1,16,13,5,59
B,1,16,13,6,0
B,1,16,13,7,0
B,1,16,13,8,0
B,1,16,13,9,0
B,1,16,13,10,1
B,1,16,14,1,0
B,1,16,14,2,0
B,1,16,14,3,0
B,1,16,14,4,0
B,1,16,14,5,56
B,1,16,14,6,0
B,1,16,14,7,4
B,1,16,14,8,0
B,1,16,14,9,0
B,1,16,14,10,0
B,1,16,15,1,0
B,1,16,15,2,0
B,1,16,15,3,0
B,1,16,15,4,0
B,1,16,15,5,2
B,1,16,15,6,6
B,1,16,15,7,51
B,1,16,15,8,0
B,1,16,15,9,0
B,1,16,15,10,1
B,1,16,16,1,0
B,1,16,16,2,0
B,1,16,16,3,0
B,1,16,16,4,0
B,1,16,16,5,42
B,1,16,16,6,4
B,1,16,16,7,13
B,1,16,16,8,1
B,1,16,16,9,0
B,1,16,16,10,0
B,1,16,17,1,0
B,1,16,17,2,0
B,1,16,17,3,0
B,1,16,17,4,0
B,1,16,17,5,43
B,1,16,17,6,14
B,1,16,17,7,0
B,1,16,17,8,0
B,1,16,17,9,0
B,1,16,17,10,3
B,1,16,18,1,0
B,1,16,18,2,0
B,1,16,18,3,0
B,1,16,18,4,0
B,1,16,18,5,38
B,1,16,18,6,22
B,1,16,18,7,0
B,1,16,18,8,0
B,1,16,18,9,0
B,1,16,18,10,0
B,1,16,19,1,0
B,1,16,19,2,0
B,1,16,19,3,0
B,1,16,19,4,17
B,1,16,19,5,26
B,1,16,19,6,9
B,1,16,19,7,6
B,1,16,19,8,0
B,1,16,19,9,0
B,1,16,19,10,2
B,1,16,20,1,0
B,1,16,20,2,0
B,1,16,20,3,0
B,1,16,20,4,55
B,1,16,20,5,5
B,1,16,20,6,0
B,1,16,20,7,0
B,1,16,20,8,0
B,1,16,20,9,0
B,1,16,20,10,0
B,1,16,21,1,0
B,1,16,21,2,0
B,1,16,21,3,0
B,1,16,21,4,0
B,1,16,21,5,60
B,1,16,21,6,0
B,1,16,21,7,0
B,1,16,21,8,0
B,1,16,21,9,0
B,1,16,21,10,0
B,1,16,22,1,0
B,1,16,22,2,0
B,1,16,22,3,0
B,1,16,22,4,7
B,1,16,22,5,42
B,1,16,22,6,9
B,1,16,22,7,0
B,1,16,22,8,0
B,1,16,22,9,0
B,1,16,22,10,2
B,1,16,23,1,0
B,1,16,23,2,0
B,1,16,23,3,0
B,1,16,23,4,59
B,1,16,23,5,0
B,1,16,23,6,0
B,1,16,23,7,0
B,1,16,23,8,0
B,1,16,23,9,0
B,1,16,23,10,0
B,2,16,0,1,0
B,2,16,0,2,60
B,2,16,0,3,0
B,2,16,0,4,0
B,2,16,0,5,0
B,2,16,0,6,0
B,2,16,0,7,0
B,2,16,0,8,0
B,2,16,0,9,0
B,2,16,0,10,0
B,2,16,1,1,0
B,2,16,1,2,60
B,2,16,1,3,0
B,2,16,1,4,0
B,2,16,1,5,0
B,2,16,1,6,0
B,2,16,1,7,0
B,2,16,1,8,0
B,2,16,1,9,0
B,2,16,1,10,0
B,2,16,2,1,0
B,2,16,2,2,60
B,2,16,2,3,0
B,2,16,2,4,0
B,2,16,2,5,0
B,2,16,2,6,0
B,2,16,2,7,0
B,2,16,2,8,0
B,2,16,2,9,0
B,2,16,2,10,0
B,2,16,3,1,0
B,2,16,3,2,60
B,2,16,3,3,0
B,2,16,3,4,0
B,2,16,3,5,0
B,2,16,3,6,0
B,2,16,3,7,0
B,2,16,3,8,0
B,2,16,3,9,0
B,2,16,3,10,0
B,2,16,4,1,0
B,2,16,4,2,60
B,2,16,4,3,0
B,2,16,4,4,0
B,2,16,4,5,0
B,2,16,4,6,0
B,2,16,4,7,0
B,2,16,4,8,0
B,2,16,4,9,0
B,2,16,4,10,0
B,2,16,5,1,0
B,2,16,5,2,60
B,2,16,5,3,0
B,2,16,5,4,0
B,2,16,5,5,0
B,2,16,5,6,0
B,2,16,5,7,0
B,2,16,5,8,0
B,2,16,5,9,0
B,2,16,5,10,0
B,2,16,6,1,0
B,2,16,6,2,60
B,2,16,6,3,0
B,2,16,6,4,0
B,2,16,6,5,0
B,2,16,6,6,0
B,2,16,6,7,0
B,2,16,6,8,0
B,2,16,6,9,0
B,2,16,6,10,0
B,2,16,7,1,15
B,2,16,7,2,8
B,2,16,7,3,0
B,2,16,7,4,0
B,2,16,7,5,0
B,2,16,7,6,1
B,2,16,7,7,14
B,2,16,7,8,8
B,2,16,7,9,0
B,2,16,7,10,14
B,2,16,8,1,60
B,2,16,8,2,0
B,2,16,8,3,0
B,2,16,8,4,0
B,2,16,8,5,0
B,2,16,8,6,0
B,2,16,8,7,0
B,2,16,8,8,0
B,2,16,8,9,0
B,2,16,8,10,0
B,2,16,9,1,60
B,2,16,9,2,0
B,2,16,9,3,0
B,2,16,9,4,0
B,2,16,9,5,0
B,2,16,9,6,0
B,2,16,9,7,0
B,2,16,9,8,0
B,2,16,9,9,0
B,2,16,9,10,0
B,2,16,10,1,60
B,2,16,10,2,0
B,2,16,10,3,0
B,2,16,10,4,0
B,2,16,10,5,0
B,2,16,10,6,0
B,2,16,10,7,0
B,2,16,10,8,0
B,2,16,10,9,0
B,2,16,10,10,0
B,2,16,11,1,60
B,2,16,11,2,0
B,2,16,11,3,0
B,2,16,11,4,0
B,2,16,11,5,0
B,2,16,11,6,0
B,2,16,11,7,0
B,2,16,11,8,0
B,2,16,11,9,0
B,2,16,11,10,0
B,2,16,12,1,60
B,2,16,12,2,0
B,2,16,12,3,0
B,2,16,12,4,0
B,2,16,12,5,0
B,2,16,12,6,0
B,2,16,12,7,0
B,2,16,12,8,0
B,2,16,12,9,0
B,2,16,12,10,0
B,2,16,13,1,60
B,2,16,13,2,0
B,2,16,13,3,0
B,2,16,13,4,0
B,2,16,13,5,0
B,2,16,13,6,0
B,2,16,13,7,0
B,2,16,13,8,0
B,2,16,13,9,0
B,2,16,13,10,0
B,2,16,14,1,60
B,2,16,14,2,0
B,2,16,14,3,0
B,2,16,14,4,0
B,2,16,14,5,0
B,2,16,14,6,0
B,2,16,14,7,0
B,2,16,14,8,0
B,2,16,14,9,0
B,2,16,14,10,0
B,2,16,15,1,60
B,2,16,15,2,0
B,2,16,15,3,0
B,2,16,15,4,0
B,2,16,15,5,0
B,2,16,15,6,0
B,2,16,15,7,0
B,2,16,15,8,0
B,2,16,15,9,0
B,2,16,15,10,0
B,2,16,16,1,60
B,2,16,16,2,0
B,2,16,16,3,0
B,2,16,16,4,0
B,2,16,16,5,0
B,2,16,16,6,0
B,2,16,16,7,0
B,2,16,16,8,0
B,2,16,16,9,0
B,2,16,16,10,0
B,2,16,17,1,60
B,2,16,17,2,0
B,2,16,17,3,0
B,2,16,17,4,0
B,2,16,17,5,0
B,2,16,17,6,0
B,2,16,17,7,0
B,2,16,17,8,0
B,2,16,17,9,0
B,2,16,17,10,0
B,2,16,18,1,60
B,2,16,18,2,0
B,2,16,18,3,0
B,2,16,18,4,0
B,2,16,18,5,0
B,2,16,18,6,0
B,2,16,18,7,0
B,2,16,18,8,0
B,2,16,18,9,0
B,2,16,18,10,0
B,2,16,19,1,60
B,2,16,19,2,0
B,2,16,19,3,0
B,2,16,19,4,0
B,2,16,19,5,0
B,2,16,19,6,0
B,2,16,19,7,0
B,2,16,19,8,0
B,2,16,19,9,0
B,2,16,19,10,0
B,2,16,20,1,60
B,2,16,20,2,0
B,2,16,20,3,0
B,2,16,20,4,0
B,2,16,20,5,0
B,2,16,20,6,0
B,2,16,20,7,0
B,2,16,20,8,0
B,2,16,20,9,0
B,2,16,20,10,0
B,2,16,21,1,60
B,2,16,21,2,0
B,2,16,21,3,0
B,2,16,21,4,0
B,2,16,21,5,0
B,2,16,21,6,0
B,2,16,21,7,0
B,2,16,21,8,0
B,2,16,21,9,0
B,2,16,21,10,0
B,2,16,22,1,60
B,2,16,22,2,0
B,2,16,22,3,0
B,2,16,22,4,0
B,2,16,22,5,0
B,2,16,22,6,0
B,2,16,22,7,0
B,2,16,22,8,0
B,2,16,22,9,0
B,2,16,22,10,0
B,2,16,23,1,59
B,2,16,23,2,0
B,2,16,23,3,0
B,2,16,23,4,0
B,2,16,23,5,0
B,2,16,23,6,0
B,2,16,23,7,0
B,2,16,23,8,0
B,2,16,23,9,0
B,2,16,23,10,0
A,1,17,0,1,0
A,1,17,0,2,0
A,1,17,0,3,0
A,1,17,0,4,0
A,1,17,0,5,0
A,1,17,0,6,0
A,1,17,0,7,0
A,1,17,0,8,0
A,1,17,0,9,60
A,1,17,0,10,0
A,1,17,1,1,0
A,1,17,1,2,0
A,1,17,1,3,26
A,1,17,1,4,0
A,1,17,1,5,0
A,1,17,1,6,0
A,1,17,1,7,0
A,1,17,1,8,0
A,1,17,1,9,29
A,1,17,1,10,5
A,1,17,2,1,0
A,1,17,2,2,7
A,1,17,2,3,42
A,1,17,2,4,0
A,1,17,2,5,0
A,1,17,2,6,3
A,1,17,2,7,0
A,1,17,2,8,0
A,1,17,2,9,0
A,1,17,2,10,8
A,1,17,3,1,0
A,1,17,3,2,60
A,1,17,3,3,0
A,1,17,3,4,0
A,1,17,3,5,0
A,1,17,3,6,0
A,1,17,3,7,0
A,1,17,3,8,0
A,1,17,3,9,0
A,1,17,3,10,0
A,1,17,4,1,0
A,1,17,4,2,60
A,1,17,4,3,0
A,1,17,4,4,0
A,1,17,4,5,0
A,1,17,4,6,0
A,1,17,4,7,0
A,1,17,4,8,0
A,1,17,4,9,0
A,1,17,4,10,0
A,1,17,5,1,0
A,1,17,5,2,60
A,1,17,5,3,0
A,1,17,5,4,0
A,1,17,5,5,0
A,1,17,5,6,0
A,1,17,5,7,0
A,1,17,5,8,0
A,1,17,5,9,0
A,1,17,5,10,0
A,1,17,6,1,0
A,1,17,6,2,60
A,1,17,6,3,0
A,1,17,6,4,0
A,1,17,6,5,0
A,1,17,6,6,0
A,1,17,6,7,0
A,1,17,6,8,0
A,1,17,6,9,0
A,1,17,6,10,0
A,1,17,7,1,0
A,1,17,7,2,60
A,1,17,7,3,0
A,1,17,7,4,0
A,1,17,7,5,0
A,1,17,7,6,0
A,1,17,7,7,0
A,1,17,7,8,0
A,1,17,7,9,0
A,1,17,7,10,0
A,1,17,8,1,0
A,1,17,8,2,60
A,1,17,8,3,0
A,1,17,8,4,0
A,1,17,8,5,0
A,1,17,8,6,0
A,1,17,8,7,0
A,1,17,8,8,0
A,1,17,8,9,0
A,1,17,8,10,0
A,1,17,9,1,0
A,1,17,9,2,60
A,1,17,9,3,0
A,1,17,9,4,0
A,1,17,9,5,0
A,1,17,9,6,0
A,1,17,9,7,0
A,1,17,9,8,0
A,1,17,9,9,0
A,1,17,9,10,0
A,1,17,10,1,0
A,1,17,10,2,49
A,1,17,10,3,0
A,1,17,10,4,6
A,1,17,10,5,0
A,1,17,10,6,5
A,1,17,10,7,0
A,1,17,10,8,0
A,1,17,10,9,0
A,1,17,10,10,0
A,1,17,11,1,0
A,1,17,11,2,0
A,1,17,11,3,0
A,1,17,11,4,55
A,1,17,11,5,0
A,1,17,11,6,5
A,1,17,11,7,0
A,1,17,11,8,0
A,1,17,11,9,0
A,1,17,11,10,0
A,1,17,12,1,7
A,1,17,12,2,0
A,1,17,12,3,14
A,1,17,12,4,0
A,1,17,12,5,0
A,1,17,12,6,6
A,1,17,12,7,21
A,1,17,12,8,0
A,1,17,12,9,0
A,1,17,12,10,12
A,1,17,13,1,0
A,1,17,13,2,0
A,1,17,13,3,15
A,1,17,13,4,0
A,1,17,13,5,0
A,1,17,13,6,0
A,1,17,13,7,17
A,1,17,13,8,6
A,1,17,13,9,22
A,1,17,13,10,0
A,1,17,14,1,0
A,1,17,14,2,0
A,1,17,14,3,36
A,1,17,14,4,16
A,1,17,14,5,0
A,1,17,14,6,0
A,1,17,14,7,0
A,1,17,14,8,0
A,1,17,14,9,8
A,1,17,14,10,0
A,1,17,15,1,0
A,1,17,15,2,0
A,1,17,15,3,27
A,1,17,15,4,0
A,1,17,15,5,0
A,1,17,15,6,0
A,1,17,15,7,0
A,1,17,15,8,33
A,1,17,15,9,0
A,1,17,15,10,0
A,1,17,16,1,0
A,1,17,16,2,0
A,1,17,16,3,0
A,1,17,16,4,0
A,1,17,16,5,0
A,1,17,16,6,0
A,1,17,16,7,58
A,1,17,16,8,2
A,1,17,16,9,0
A,1,17,16,10,0
A,1,17,17,1,0
A,1,17,17,2,0
A,1,17,17,3,0
A,1,17,17,4,0
A,1,17,17,5,12
A,1,17,17,6,0
A,1,17,17,7,19
A,1,17,17,8,6
A,1,17,17,9,23
A,1,17,17,10,0
A,1,17,18,1,0
A,1,17,18,2,0
A,1,17,18,3,0
A,1,17,18,4,0
A,1,17,18,5,0
A,1,17,18,6,0
A,1,17,18,7,0
A,1,17,18,8,0
A,1,17,18,9,60
A,1,17,18,10,0
A,1,17,19,1,0
A,1,17,19,2,0
A,1,17,19,3,0
A,1,17,19,4,0
A,1,17,19,5,0
A,1,17,19,6,0
A,1,17,19,7,0
A,1,17,19,8,0
A,1,17,19,9,52
A,1,17,19,10,8
A,1,17,20,1,0
A,1,17,20,2,0
A,1,17,20,3,0
A,1,17,20,4,0
A,1,17,20,5,0
A,1,17,20,6,0
A,1,17,20,7,4
A,1,17,20,8,0
A,1,17,20,9,0
A,1,17,20,10,56
A,1,17,21,1,0
A,1,17,21,2,0
A,1,17,21,3,0
A,1,17,21,4,14
A,1,17,21,5,0
A,1,17,21,6,0
A,1,17,21,7,36
A,1,17,21,8,4
A,1,17,21,9,6
A,1,17,21,10,0
A,1,17,22,1,0
A,1,17,22,2,0
A,1,17,22,3,0
A,1,17,22,4,60
A,1,17,22,5,0
A,1,17,22,6,0
A,1,17,22,7,0
A,1,17,22,8,0
A,1,17,22,9,0
A,1,17,22,10,0
A,1,17,23,1,0
A,1,17,23,2,0
A,1,17,23,3,25
A,1,17,23,4,8
A,1,17,23,5,0
A,1,17,23,6,0
A,1,17,23,7,0
A,1,17,23,8,0
A,1,17,23,9,26
A,1,17,23,10,0
A,2,17,0,1,0
A,2,17,0,2,0
A,2,17,0,3,60
A,2,17,0,4,0
A,2,17,0,5,0
A,2,17,0,6,0
A,2,17,0,7,0
A,2,17,0,8,0
A,2,17,0,9,0
A,2,17,0,10,0
A,2,17,1,1,0
A,2,17,1,2,0
A,2,17,1,3,34
A,2,17,1,4,0
A,2,17,1,5,0
A,2,17,1,6,0
A,2,17,1,7,26
A,2,17,1,8,0
A,2,17,1,9,0
A,2,17,1,10,0
A,2,17,2,1,0
A,2,17,2,2,22
A,2,17,2,3,0
A,2,17,2,4,16
A,2,17,2,5,0
A,2,17,2,6,6
A,2,17,2,7,6
A,2,17,2,8,3
A,2,17,2,9,0
A,2,17,2,10,7
A,2,17,3,1,0
A,2,17,3,2,60
A,2,17,3,3,0
A,2,17,3,4,0
A,2,17,3,5,0
A,2,17,3,6,0
A,2,17,3,7,0
A,2,17,3,8,0
A,2,17,3,9,0
A,2,17,3,10,0
A,2,17,4,1,0
A,2,17,4,2,60
A,2,17,4,3,0
A,2,17,4,4,0
A,2,17,4,5,0
A,2,17,4,6,0
A,2,17,4,7,0
A,2,17,4,8,0
A,2,17,4,9,0
A,2,17,4,10,0
A,2,17,5,1,0
A,2,17,5,2,60
A,2,17,5,3,0
A,2,17,5,4,0
A,2,17,5,5,0
A,2,17,5,6,0
A,2,17,5,7,0
A,2,17,5,8,0
A,2,17,5,9,0
A,2,17,5,10,0
A,2,17,6,1,0
A,2,17,6,2,60
A,2,17,6,3,0
A,2,17,6,4,0
A,2,17,6,5,0
A,2,17,6,6,0
A,2,17,6,7,0
A,2,17,6,8,0
A,2,17,6,9,0
A,2,17,6,10,0
A,2,17,7,1,0
A,2,17,7,2,60
A,2,17,7,3,0
A,2,17,7,4,0
A,2,17,7,5,0
A,2,17,7,6,0
A,2,17,7,7,0
A,2,17,7,8,0
A,2,17,7,9,0
A,2,17,7,10,0
A,2,17,8,1,9
A,2,17,8,2,13
A,2,17,8,3,0
A,2,17,8,4,0
A,2,17,8,5,0
A,2,17,8,6,0
A,2,17,8,7,0
A,2,17,8,8,7
A,2,17,8,9,0
A,2,17,8,10,31
A,2,17,9,1,60
A,2,17,9,2,0
A,2,17,9,3,0
A,2,17,9,4,0
A,2,17,9,5,0
A,2,17,9,6,0
A,2,17,9,7,0
A,2,17,9,8,0
A,2,17,9,9,0
A,2,17,9,10,0
A,2,17,10,1,60
A,2,17,10,2,0
A,2,17,10,3,0
A,2,17,10,4,0
A,2,17,10,5,0
A,2,17,10,6,0
A,2,17,10,7,0
A,2,17,10,8,0
A,2,17,10,9,0
A,2,17,10,10,0
A,2,17,11,1,60
A,2,17,11,2,0
